FQDN System Name,IP Address,Network,Network Range,Broadcast Address,VLAN,VLAN number,Physical System,Logical Net,Logical Interface,Network Scope,TOR switch used
nasdq2.feed.q1.tdnqa.hzl.ilx.com,10.179.10.11/25,FEED,10.179.10.0/25,10.179.10.127,HZL-COLO-MCE2-FEED-1,1800,dtpfepcq1n,FEED,FEED,Business Site,
nasdq2.fepc.q1.tdnqa.hzl.ilx.com,10.179.10.139/25,FEPC,10.179.10.128/25,10.179.10.255,HZL-COLO-MCE2-FEPC-1,1801,dtpfepcq1n,FEPC,FEPC,Business Site,
nasdq2.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.49/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,dtpfepcq1n,PROD,PRODHYPER,Business Site,YES
nasdq2.main.q1.tdnqa.hzl.ilx.com,10.181.196.49/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,dtpfepcq1n,PROD,PRODHYPER,Business Site,YES
nasdq2.out.q1.tdnqa.hzl.ilx.com,10.53.30.49/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,dtpfepcq1n,PROD,PRODHYPER,Business Site,YES
noahq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.128/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,websterq1,PROD,PRODHYPER,Business Site,YES
noahq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.128/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,websterq1,PROD,PRODHYPER,Business Site,YES
noahq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.127/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,websterq1,PROD,PRODHYPER,Business Site,YES
noahq2.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.82/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,websterq2,PROD,PRODHYPER,Business Site,YES
noahq2.main.q1.tdnqa.hzl.ilx.com,10.181.196.82/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,websterq2,PROD,PRODHYPER,Business Site,YES
noahq2.out.q1.tdnqa.hzl.ilx.com,10.53.30.82/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,websterq2,PROD,PRODHYPER,Business Site,YES
nqdsq1.a1.exch.q1.tdnqa.hzl.ilx.com,159.44.249.107/26,A1.EXCH,159.44.249.64/26,159.44.249.127,HZL-COLO-MCE2-EXCHANGEA-1,1501,dtpfepcq2n,EXCH,EXCH,Business Site,
nqdsq1.a2.exch.q1.tdnqa.hzl.ilx.com,159.44.249.108/26,A2.EXCH,159.44.249.64/26,159.44.249.127,HZL-COLO-MCE2-EXCHANGEA-1,1501,dtpfepcq2n,EXCH,EXCH,Business Site,
nqdsq1.b1.exch.q1.tdnqa.hzl.ilx.com,159.44.253.107/26,B1.EXCH,159.44.253.64/26,159.44.253.127,HZL-COLO-MCE2-EXCHANGEB-1,1601,dtpfepcq2n,EXCH,EXCH,Business Site,
nqdsq1.b2.exch.q1.tdnqa.hzl.ilx.com,159.44.253.108/26,B2.EXCH,159.44.253.64/26,159.44.253.127,HZL-COLO-MCE2-EXCHANGEB-1,1601,dtpfepcq2n,EXCH,EXCH,Business Site,
nqdsq1.feed.q1.tdnqa.hzl.ilx.com,10.179.10.22/25,FEED,10.179.10.0/25,10.179.10.127,HZL-COLO-MCE2-FEED-1,1800,dtpfepcq2n,FEED,FEED,Business Site,
nqdsq1.fepc.q1.tdnqa.hzl.ilx.com,10.179.10.150/25,FEPC,10.179.10.128/25,10.179.10.255,HZL-COLO-MCE2-FEPC-1,1801,dtpfepcq2n,FEPC,FEPC,Business Site,
nqdsq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.60/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,dtpfepcq2n,PROD,PRODHYPER,Business Site,YES
nqdsq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.60/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,dtpfepcq2n,PROD,PRODHYPER,Business Site,YES
nqdsq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.60/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,dtpfepcq2n,PROD,PRODHYPER,Business Site,YES
nqdsq2.a1.exch.q1.tdnqa.hzl.ilx.com,159.44.249.83/26,A1.EXCH,159.44.249.64/26,159.44.249.127,HZL-COLO-MCE2-EXCHANGEA-1,1501,dtpfepcq1n,EXCH,EXCH,Business Site,
nqdsq2.a2.exch.q1.tdnqa.hzl.ilx.com,159.44.249.84/26,A2.EXCH,159.44.249.64/26,159.44.249.127,HZL-COLO-MCE2-EXCHANGEA-1,1501,dtpfepcq1n,EXCH,EXCH,Business Site,
nqdsq2.b1.exch.q1.tdnqa.hzl.ilx.com,159.44.253.83/26,B1.EXCH,159.44.253.64/26,159.44.253.127,HZL-COLO-MCE2-EXCHANGEB-1,1601,dtpfepcq1n,EXCH,EXCH,Business Site,
nqdsq2.b2.exch.q1.tdnqa.hzl.ilx.com,159.44.253.84/26,B2.EXCH,159.44.253.64/26,159.44.253.127,HZL-COLO-MCE2-EXCHANGEB-1,1601,dtpfepcq1n,EXCH,EXCH,Business Site,
nqdsq2.feed.q1.tdnqa.hzl.ilx.com,10.179.10.10/25,FEED,10.179.10.0/25,10.179.10.127,HZL-COLO-MCE2-FEED-1,1800,dtpfepcq1n,FEED,FEED,Business Site,
nqdsq2.fepc.q1.tdnqa.hzl.ilx.com,10.179.10.138/25,FEPC,10.179.10.128/25,10.179.10.255,HZL-COLO-MCE2-FEPC-1,1801,dtpfepcq1n,FEPC,FEPC,Business Site,
nqdsq2.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.48/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,dtpfepcq1n,PROD,PRODHYPER,Business Site,YES
nqdsq2.main.q1.tdnqa.hzl.ilx.com,10.181.196.48/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,dtpfepcq1n,PROD,PRODHYPER,Business Site,YES
nqdsq2.out.q1.tdnqa.hzl.ilx.com,10.53.30.48/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,dtpfepcq1n,PROD,PRODHYPER,Business Site,YES
opsftpq1.idmz.q1.tdnqa.hzl.ilx.com,10.53.34.4/27,IDMZ,10.53.34.0/27,10.53.34.31,HZLS-93COLO-TDNI1-A-NONJBO-1,2520,phys-iftpq1,IDMZ,IDMZHYPER,Business Site,YES
opsftpq2.idmz.q1.tdnqa.hzl.ilx.com,10.53.34.5/27,IDMZ,10.53.34.0/27,10.53.34.31,HZLS-93COLO-TDNI1-A-NONJBO-1,2520,phys-iftpq1,IDMZ,IDMZHYPER,Business Site,YES
procmonq1.apphost.q1.tdnqa.hzl.ilx.com,10.53.35.85/27,APPHOST,10.53.35.64/27,10.53.35.95,HZLS-93COLO-TDNM1-A-APPHOST-1,2546,netsrvq1,NETCOMMS,PRODPDNHYPER,Business Site,YES
procmonq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.1/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,netsrvq1,PROD,PRODPDNHYPER,Business Site,YES
procmonq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.23/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,netsrvq1,PROD,PRODPDNHYPER,Business Site,YES
procmonq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.23/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,netsrvq1,PROD,PRODPDNHYPER,Business Site,YES
procmonq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.23/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,netsrvq1,PROD,PRODPDNHYPER,Business Site,YES
procmonq2.apphost.q1.tdnqa.hzl.ilx.com,10.53.35.73/27,APPHOST,10.53.35.64/27,10.53.35.95,HZLS-93COLO-TDNM1-A-APPHOST-1,2546,netsrvq2,NETCOMMS,PRODPDNHYPER,Business Site,YES
procmonq2.filer.q1.tdnqa.hzl.ilx.com,10.181.198.8/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,netsrvq2,PROD,PRODPDNHYPER,Business Site,YES
procmonq2.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.30/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,netsrvq2,PROD,PRODPDNHYPER,Business Site,YES
procmonq2.main.q1.tdnqa.hzl.ilx.com,10.181.196.30/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,netsrvq2,PROD,PRODPDNHYPER,Business Site,YES
procmonq2.out.q1.tdnqa.hzl.ilx.com,10.53.30.30/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,netsrvq2,PROD,PRODPDNHYPER,Business Site,YES
pumaq1.web.q1.tdnqa.hzl.ilx.com,10.53.28.5/24,WEB,10.53.28.0/24,10.53.28.255,HZLS-93COLO-TDNM1-A-JUMBO-1,2510,phys-pumaq1,WEB,WEBHYPER,Business Site,YES
pumaq1.webfs.q1.tdnqa.hzl.ilx.com,10.181.199.5/24,WEBFS,10.181.199.0/24,10.181.199.255,HZLS-93COLO-TDNM1-A-WEBFS-1,2511,phys-pumaq1,WEB,WEBHYPER,Business Site,YES
pumaq2.web.q1.tdnqa.hzl.ilx.com,10.53.28.6/24,WEB,10.53.28.0/24,10.53.28.255,HZLS-93COLO-TDNM1-A-JUMBO-1,2510,phys-pumaq1,WEB,WEBHYPER,Business Site,YES
pumaq2.webfs.q1.tdnqa.hzl.ilx.com,10.181.199.6/24,WEBFS,10.181.199.0/24,10.181.199.255,HZLS-93COLO-TDNM1-A-WEBFS-1,2511,phys-pumaq1,WEB,WEBHYPER,Business Site,YES
rakeq1.a.arbi10.q1.tdnqa.hzl.ilx.com,10.179.12.200/27,A.ARBI10,10.179.12.192/27,10.179.12.223,HZL-COLO-MCE2-ARBI1-2,1702,itcfepcq1b,ARBI10,ARBI10,Business Silo,
rakeq1.a1.etg.q1.tdnqa.hzl.ilx.com,10.110.17.140/25,A1.ETG,10.110.17.128/25,10.110.17.255,PPE_ERB-Hash-LAN-A,817,itcfepcq1b,ETG,ETG,Business Site,
rakeq1.b1.etg.q1.tdnqa.hzl.ilx.com,10.110.18.140/25,B1.ETG,10.110.18.128/25,10.110.18.255,PPE_ERB-Hash-LAN-B,818,itcfepcq1b,ETG,ETG,Business Site,
rakeq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.37/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,itcfepcq1b,PROD,PRODHYPER,Business Site,YES
rakeq1.gtdl.q1.tdnqa.hzl.ilx.com,10.179.11.7/26,GTDL,10.179.11.0/26,10.179.11.63,HZL-COLO-MCE2-GTDL-1,1802,itcfepcq1b,GTDL,GTDL,Business Site,
rakeq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.91/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,itcfepcq1b,PROD,PRODHYPER,Business Site,YES
rakeq1.log.q1.tdnqa.hzl.ilx.com,10.179.11.71/26,LOG,10.179.11.64/26,10.179.11.127,HZL-COLO-MCE2-LOG1-1,1803,itcfepcq1b,LOG,LOG,Business Silo,
rakeq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.91/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,itcfepcq1b,PROD,PRODHYPER,Business Site,YES
rakeq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.91/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,itcfepcq1b,PROD,PRODHYPER,Business Site,YES
rcrq1.web.q1.tdnqa.hzl.ilx.com,10.53.28.11/24,WEB,10.53.28.0/24,10.53.28.255,HZLS-93COLO-TDNM1-A-JUMBO-1,2510,phys-tigerq1,WEB,WEBHYPER,Business Site,YES
rcrq1.webfs.q1.tdnqa.hzl.ilx.com,10.181.199.10/24,WEBFS,10.181.199.0/24,10.181.199.255,HZLS-93COLO-TDNM1-A-WEBFS-1,2511,phys-tigerq1,WEB,WEBHYPER,Business Site,YES
rtrepq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.80/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,rtrepserverq1,PROD,PRODHYPER,Business Site,YES
rtrepq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.80/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,rtrepserverq1,PROD,PRODHYPER,Business Site,YES
rtrepq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.80/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,rtrepserverq1,PROD,PRODHYPER,Business Site,YES
sigynq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.55/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,tdneodq1,PROD,PRODHYPER,Business Site,YES
sigynq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.136/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,tdneodq1,PROD,PRODHYPER,Business Site,YES
sigynq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.136/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,tdneodq1,PROD,PRODHYPER,Business Site,YES
sigynq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.136/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,tdneodq1,PROD,PRODHYPER,Business Site,YES
skiq1.ext.q1.tdnqa.hzl.ilx.com,10.53.32.19/24,EXT,10.53.32.0/24,10.53.32.255,HZLS-93COLO-MGTM1-A-JUMBO-1,2530,wetlandsq1,EXT,EXTHYPER,Business Site,YES
skiq2.ext.q1.tdnqa.hzl.ilx.com,10.53.32.20/24,EXT,10.53.32.0/24,10.53.32.255,HZLS-93COLO-MGTM1-A-JUMBO-1,2530,wetlandsq1,EXT,EXTHYPER,Business Site,YES
smontq1.a1.exch.q1.tdnqa.hzl.ilx.com,159.44.249.105/26,A1.EXCH,159.44.249.64/26,159.44.249.127,HZL-COLO-MCE2-EXCHANGEA-1,1501,dtpfepcq2n,EXCH,EXCH,Business Site,
smontq1.a2.exch.q1.tdnqa.hzl.ilx.com,159.44.249.106/26,A2.EXCH,159.44.249.64/26,159.44.249.127,HZL-COLO-MCE2-EXCHANGEA-1,1501,dtpfepcq2n,EXCH,EXCH,Business Site,
smontq1.b1.exch.q1.tdnqa.hzl.ilx.com,159.44.253.105/26,B1.EXCH,159.44.253.64/26,159.44.253.127,HZL-COLO-MCE2-EXCHANGEB-1,1601,dtpfepcq2n,EXCH,EXCH,Business Site,
smontq1.b2.exch.q1.tdnqa.hzl.ilx.com,159.44.253.106/26,B2.EXCH,159.44.253.64/26,159.44.253.127,HZL-COLO-MCE2-EXCHANGEB-1,1601,dtpfepcq2n,EXCH,EXCH,Business Site,
smontq1.feed.q1.tdnqa.hzl.ilx.com,10.179.10.21/25,FEED,10.179.10.0/25,10.179.10.127,HZL-COLO-MCE2-FEED-1,1800,dtpfepcq2n,FEED,FEED,Business Site,
smontq1.fepc.q1.tdnqa.hzl.ilx.com,10.179.10.149/25,FEPC,10.179.10.128/25,10.179.10.255,HZL-COLO-MCE2-FEPC-1,1801,dtpfepcq2n,FEPC,FEPC,Business Site,
smontq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.59/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,dtpfepcq2n,PROD,PRODHYPER,Business Site,YES
smontq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.59/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,dtpfepcq2n,PROD,PRODHYPER,Business Site,YES
smontq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.59/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,dtpfepcq2n,PROD,PRODHYPER,Business Site,YES
smontq2.a1.exch.q1.tdnqa.hzl.ilx.com,159.44.249.81/26,A1.EXCH,159.44.249.64/26,159.44.249.127,HZL-COLO-MCE2-EXCHANGEA-1,1501,dtpfepcq1n,EXCH,EXCH,Business Site,
smontq2.a2.exch.q1.tdnqa.hzl.ilx.com,159.44.249.82/26,A2.EXCH,159.44.249.64/26,159.44.249.127,HZL-COLO-MCE2-EXCHANGEA-1,1501,dtpfepcq1n,EXCH,EXCH,Business Site,
smontq2.b1.exch.q1.tdnqa.hzl.ilx.com,159.44.253.81/26,B1.EXCH,159.44.253.64/26,159.44.253.127,HZL-COLO-MCE2-EXCHANGEB-1,1601,dtpfepcq1n,EXCH,EXCH,Business Site,
smontq2.b2.exch.q1.tdnqa.hzl.ilx.com,159.44.253.82/26,B2.EXCH,159.44.253.64/26,159.44.253.127,HZL-COLO-MCE2-EXCHANGEB-1,1601,dtpfepcq1n,EXCH,EXCH,Business Site,
smontq2.feed.q1.tdnqa.hzl.ilx.com,10.179.10.9/25,FEED,10.179.10.0/25,10.179.10.127,HZL-COLO-MCE2-FEED-1,1800,dtpfepcq1n,FEED,FEED,Business Site,
smontq2.fepc.q1.tdnqa.hzl.ilx.com,10.179.10.137/25,FEPC,10.179.10.128/25,10.179.10.255,HZL-COLO-MCE2-FEPC-1,1801,dtpfepcq1n,FEPC,FEPC,Business Site,
smontq2.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.47/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,dtpfepcq1n,PROD,PRODHYPER,Business Site,YES
smontq2.main.q1.tdnqa.hzl.ilx.com,10.181.196.47/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,dtpfepcq1n,PROD,PRODHYPER,Business Site,YES
smontq2.out.q1.tdnqa.hzl.ilx.com,10.53.30.47/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,dtpfepcq1n,PROD,PRODHYPER,Business Site,YES
sobq1.a1.exch.q1.tdnqa.hzl.ilx.com,159.44.249.87/26,A1.EXCH,159.44.249.64/26,159.44.249.127,HZL-COLO-MCE2-EXCHANGEA-1,1501,dtpfepcq2n,EXCH,EXCH,Business Site,
sobq1.a2.exch.q1.tdnqa.hzl.ilx.com,159.44.249.112/26,A2.EXCH,159.44.249.64/26,159.44.249.127,HZL-COLO-MCE2-EXCHANGEA-1,1501,dtpfepcq2n,EXCH,EXCH,Business Site,
sobq1.b1.exch.q1.tdnqa.hzl.ilx.com,159.44.253.87/26,B1.EXCH,159.44.253.64/26,159.44.253.127,HZL-COLO-MCE2-EXCHANGEB-1,1601,dtpfepcq2n,EXCH,EXCH,Business Site,
sobq1.b2.exch.q1.tdnqa.hzl.ilx.com,159.44.253.112/26,B2.EXCH,159.44.253.64/26,159.44.253.127,HZL-COLO-MCE2-EXCHANGEB-1,1601,dtpfepcq2n,EXCH,EXCH,Business Site,
sobq1.feed.q1.tdnqa.hzl.ilx.com,10.179.10.12/25,FEED,10.179.10.0/25,10.179.10.127,HZL-COLO-MCE2-FEED-1,1800,dtpfepcq2n,FEED,FEED,Business Site,
sobq1.fepc.q1.tdnqa.hzl.ilx.com,10.179.10.140/25,FEPC,10.179.10.128/25,10.179.10.255,HZL-COLO-MCE2-FEPC-1,1801,dtpfepcq2n,FEPC,FEPC,Business Site,
sobq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.50/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,dtpfepcq2n,PROD,PRODHYPER,Business Site,YES
sobq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.50/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,dtpfepcq2n,PROD,PRODHYPER,Business Site,YES
sobq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.50/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,dtpfepcq2n,PROD,PRODHYPER,Business Site,YES
sobq2.a1.exch.q1.tdnqa.hzl.ilx.com,159.44.249.111/26,A1.EXCH,159.44.249.64/26,159.44.249.127,HZL-COLO-MCE2-EXCHANGEA-1,1501,dtpfepcq1n,EXCH,EXCH,Business Site,
sobq2.a2.exch.q1.tdnqa.hzl.ilx.com,159.44.249.88/26,A2.EXCH,159.44.249.64/26,159.44.249.127,HZL-COLO-MCE2-EXCHANGEA-1,1501,dtpfepcq1n,EXCH,EXCH,Business Site,
sobq2.b1.exch.q1.tdnqa.hzl.ilx.com,159.44.253.111/26,B1.EXCH,159.44.253.64/26,159.44.253.127,HZL-COLO-MCE2-EXCHANGEB-1,1601,dtpfepcq1n,EXCH,EXCH,Business Site,
sobq2.b2.exch.q1.tdnqa.hzl.ilx.com,159.44.253.88/26,B2.EXCH,159.44.253.64/26,159.44.253.127,HZL-COLO-MCE2-EXCHANGEB-1,1601,dtpfepcq1n,EXCH,EXCH,Business Site,
sobq2.feed.q1.tdnqa.hzl.ilx.com,10.179.10.24/25,FEED,10.179.10.0/25,10.179.10.127,HZL-COLO-MCE2-FEED-1,1800,dtpfepcq1n,FEED,FEED,Business Site,
sobq2.fepc.q1.tdnqa.hzl.ilx.com,10.179.10.152/25,FEPC,10.179.10.128/25,10.179.10.255,HZL-COLO-MCE2-FEPC-1,1801,dtpfepcq1n,FEPC,FEPC,Business Site,
sobq2.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.62/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,dtpfepcq1n,PROD,PRODHYPER,Business Site,YES
sobq2.main.q1.tdnqa.hzl.ilx.com,10.181.196.62/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,dtpfepcq1n,PROD,PRODHYPER,Business Site,YES
sobq2.out.q1.tdnqa.hzl.ilx.com,10.53.30.62/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,dtpfepcq1n,PROD,PRODHYPER,Business Site,YES
spoonq1.a.arbi10.q1.tdnqa.hzl.ilx.com,10.179.12.201/27,A.ARBI10,10.179.12.192/27,10.179.12.223,HZL-COLO-MCE2-ARBI1-2,1702,itcfepcq1a,ARBI10,ARBI10,Business Silo,
spoonq1.a1.etg.q1.tdnqa.hzl.ilx.com,10.110.17.137/25,A1.ETG,10.110.17.128/25,10.110.17.255,PPE_ERB-Hash-LAN-A,817,itcfepcq1a,ETG,ETG,Business Site,
spoonq1.b1.etg.q1.tdnqa.hzl.ilx.com,10.110.18.137/25,B1.ETG,10.110.18.128/25,10.110.18.255,PPE_ERB-Hash-LAN-B,818,itcfepcq1a,ETG,ETG,Business Site,
spoonq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.38/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,itcfepcq1a,PROD,PRODHYPER,Business Site,YES
spoonq1.gtdl.q1.tdnqa.hzl.ilx.com,10.179.11.8/26,GTDL,10.179.11.0/26,10.179.11.63,HZL-COLO-MCE2-GTDL-1,1802,itcfepcq1a,GTDL,GTDL,Business Site,
spoonq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.92/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,itcfepcq1a,PROD,PRODHYPER,Business Site,YES
spoonq1.log.q1.tdnqa.hzl.ilx.com,10.179.11.72/26,LOG,10.179.11.64/26,10.179.11.127,HZL-COLO-MCE2-LOG1-1,1803,itcfepcq1a,LOG,LOG,Business Silo,
spoonq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.92/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,itcfepcq1a,PROD,PRODHYPER,Business Site,YES
spoonq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.92/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,itcfepcq1a,PROD,PRODHYPER,Business Site,YES
t1perfq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.64/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,t1perfserverq1,PROD,PRODHYPER,Business Site,YES
t1perfq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.64/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,t1perfserverq1,PROD,PRODHYPER,Business Site,YES
t1perfq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.64/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,t1perfserverq1,PROD,PRODHYPER,Business Site,YES
tagq00.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.3/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,tdngateq1,PROD,PRODPDNHYPER,Business Site,YES
tagq00.main.q1.tdnqa.hzl.ilx.com,10.181.196.3/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,tdngateq1,PROD,PRODPDNHYPER,Business Site,YES
tagq00.out.q1.tdnqa.hzl.ilx.com,10.53.30.3/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,tdngateq1,PROD,PRODPDNHYPER,Business Site,YES
tagq00.sec2.q1.tdnqa.hzl.ilx.com,10.53.35.34/27,SEC2,10.53.35.32/27,10.53.35.63,HZLS-93COLO-TDNM1-A-SECURE-2,2545,tdngateq1,NETCOMMS,PRODPDNHYPER,Business Site,YES
tagq01.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.4/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,tdngateq1,PROD,PRODPDNHYPER,Business Site,YES
tagq01.main.q1.tdnqa.hzl.ilx.com,10.181.196.4/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,tdngateq1,PROD,PRODPDNHYPER,Business Site,YES
tagq01.out.q1.tdnqa.hzl.ilx.com,10.53.30.4/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,tdngateq1,PROD,PRODPDNHYPER,Business Site,YES
