FQDN System Name,IP Address,Network,Network Range,Broadcast Address,VLAN,VLAN number,Physical System,Logical Net,Logical Interface,Network Scope,TOR switch used
gpfunz2.funmcast2.z2.tdn.hzl.ilx.com,162.8.201.24/27,FUNMCAST2,162.8.201.0/27,162.8.201.31,HZL-COLO-MCE1-FUNMCAST2-1,13,pfunz2,FUNDIST,FUNDIST,Business Product,
gpfunz2.idcm.z2.tdn.hzl.ilx.com,10.179.0.169/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,pfunz2,PROD,PRODHYPER,Business Site,YES
gpfunz2.main.z2.tdn.hzl.ilx.com,10.181.192.169/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,pfunz2,PROD,PRODHYPER,Business Site,YES
gpfunz2.out.z2.tdn.hzl.ilx.com,10.53.22.169/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,pfunz2,PROD,PRODHYPER,Business Site,YES
gpfunz2.tpfun.z2.tdn.hzl.ilx.com,10.179.3.213/26,TPFUN,10.179.3.192/26,10.179.3.255,HZL-COLO-MCE1-TPFUN-1,1805,pfunz2,TPFUN,TPFUN,Business Site,
incaz2.filer.z2.tdn.hzl.ilx.com,10.181.194.85/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,incaserverz2,PROD,PRODHYPER,Business Site,YES
incaz2.idcm.z2.tdn.hzl.ilx.com,10.179.0.97/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,incaserverz2,PROD,PRODHYPER,Business Site,YES
incaz2.main.z2.tdn.hzl.ilx.com,10.181.192.97/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,incaserverz2,PROD,PRODHYPER,Business Site,YES
incaz2.out.z2.tdn.hzl.ilx.com,10.53.22.97/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,incaserverz2,PROD,PRODHYPER,Business Site,YES
ldapz2.apphost.z2.tdn.hzl.ilx.com,162.8.248.8/27,APPHOST,162.8.248.0/27,162.8.248.31,HDC-APPHOST-LAN,2247,netsrvz2,NETCOMMS,PRODPDNHYPER,Business Site,YES
ldapz2.filer.z2.tdn.hzl.ilx.com,10.181.194.60/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,netsrvz2,PROD,PRODPDNHYPER,Business Site,YES
ldapz2.idcm.z2.tdn.hzl.ilx.com,10.179.0.99/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,netsrvz2,PROD,PRODPDNHYPER,Business Site,YES
ldapz2.main.z2.tdn.hzl.ilx.com,10.181.192.99/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,netsrvz2,PROD,PRODPDNHYPER,Business Site,YES
ldapz2.out.z2.tdn.hzl.ilx.com,10.53.22.99/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,netsrvz2,PROD,PRODPDNHYPER,Business Site,YES
levelz2.a.arbi10.z2.tdn.hzl.ilx.com,10.179.4.238/27,A.ARBI10,10.179.4.224/27,10.179.4.255,HZL-COLO-MCE1-ARBI2-2,1703,bookz2,ARBI10,ARBI10,Business Silo,
levelz2.a.arbi40.z2.tdn.hzl.ilx.com,10.179.4.37/27,A.ARBI40,10.179.4.32/27,10.179.4.63,HZL-COLO-MCE1-ARBI2-1,1701,bookz2,ARBI40,ARBI40,Business Silo,
levelz2.feed.z2.tdn.hzl.ilx.com,10.179.2.10/25,FEED,10.179.2.0/25,10.179.2.127,HZL-COLO-MCE1-FEED-1,1800,bookz2,FEED,FEED,Business Site,
levelz2.filer.z2.tdn.hzl.ilx.com,10.181.194.64/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,bookz2,PROD,PRODHYPER,Business Site,YES
levelz2.idcm.z2.tdn.hzl.ilx.com,10.179.0.101/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,bookz2,PROD,PRODHYPER,Business Site,YES
levelz2.main.z2.tdn.hzl.ilx.com,10.181.192.101/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,bookz2,PROD,PRODHYPER,Business Site,YES
levelz2.out.z2.tdn.hzl.ilx.com,10.53.22.101/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,bookz2,PROD,PRODHYPER,Business Site,YES
liffez2.a1.exch.z2.tdn.hzl.ilx.com,159.44.249.15/26,A1.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz2a,EXCH,EXCH,Business Site,
liffez2.a2.exch.z2.tdn.hzl.ilx.com,159.44.249.21/26,A2.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz2a,EXCH,EXCH,Business Site,
liffez2.b1.exch.z2.tdn.hzl.ilx.com,159.44.253.15/26,B1.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz2a,EXCH,EXCH,Business Site,
liffez2.b2.exch.z2.tdn.hzl.ilx.com,159.44.253.21/26,B2.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz2a,EXCH,EXCH,Business Site,
liffez2.feed.z2.tdn.hzl.ilx.com,10.179.2.12/25,FEED,10.179.2.0/25,10.179.2.127,HZL-COLO-MCE1-FEED-1,1800,dtpfepcz2a,FEED,FEED,Business Site,
liffez2.fepc.z2.tdn.hzl.ilx.com,10.179.2.139/25,FEPC,10.179.2.128/25,10.179.2.255,HZL-COLO-MCE1-FEPC-1,1801,dtpfepcz2a,FEPC,FEPC,Business Site,
liffez2.idcm.z2.tdn.hzl.ilx.com,10.179.0.103/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,dtpfepcz2a,PROD,PRODHYPER,Business Site,YES
liffez2.main.z2.tdn.hzl.ilx.com,10.181.192.103/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,dtpfepcz2a,PROD,PRODHYPER,Business Site,YES
liffez2.out.z2.tdn.hzl.ilx.com,10.53.22.103/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,dtpfepcz2a,PROD,PRODHYPER,Business Site,YES
looniez2.a1.exch.z2.tdn.hzl.ilx.com,159.44.249.19/26,A1.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz2a,EXCH,EXCH,Business Site,
looniez2.a2.exch.z2.tdn.hzl.ilx.com,159.44.249.41/26,A2.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz2a,EXCH,EXCH,Business Site,
looniez2.b1.exch.z2.tdn.hzl.ilx.com,159.44.253.19/26,B1.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz2a,EXCH,EXCH,Business Site,
looniez2.b2.exch.z2.tdn.hzl.ilx.com,159.44.253.41/26,B2.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz2a,EXCH,EXCH,Business Site,
looniez2.feed.z2.tdn.hzl.ilx.com,10.179.2.14/25,FEED,10.179.2.0/25,10.179.2.127,HZL-COLO-MCE1-FEED-1,1800,dtpfepcz2a,FEED,FEED,Business Site,
looniez2.fepc.z2.tdn.hzl.ilx.com,10.179.2.141/25,FEPC,10.179.2.128/25,10.179.2.255,HZL-COLO-MCE1-FEPC-1,1801,dtpfepcz2a,FEPC,FEPC,Business Site,
looniez2.idcm.z2.tdn.hzl.ilx.com,10.179.0.105/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,dtpfepcz2a,PROD,PRODHYPER,Business Site,YES
looniez2.main.z2.tdn.hzl.ilx.com,10.181.192.105/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,dtpfepcz2a,PROD,PRODHYPER,Business Site,YES
looniez2.out.z2.tdn.hzl.ilx.com,10.53.22.105/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,dtpfepcz2a,PROD,PRODHYPER,Business Site,YES
mailsrvz2.apphost.z2.tdn.hzl.ilx.com,162.8.248.10/27,APPHOST,162.8.248.0/27,162.8.248.31,HDC-APPHOST-LAN,2247,netsrvz2,NETCOMMS,PRODPDNHYPER,Business Site,YES
mailsrvz2.filer.z2.tdn.hzl.ilx.com,10.181.194.66/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,netsrvz2,PROD,PRODPDNHYPER,Business Site,YES
mailsrvz2.idcm.z2.tdn.hzl.ilx.com,10.179.0.107/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,netsrvz2,PROD,PRODPDNHYPER,Business Site,YES
mailsrvz2.main.z2.tdn.hzl.ilx.com,10.181.192.107/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,netsrvz2,PROD,PRODPDNHYPER,Business Site,YES
mailsrvz2.out.z2.tdn.hzl.ilx.com,10.53.22.107/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,netsrvz2,PROD,PRODPDNHYPER,Business Site,YES
martz2.a.livetkr.z2.tdn.hzl.ilx.com,10.179.4.86/27,A.LIVETKR,10.179.4.64/27,10.179.4.95,HZL-COLO-MCE1-LIVETKR1-1,1511,tdneodz2,TKR,TKR,Business Site,
martz2.a.sitetkr.z2.tdn.hzl.ilx.com,10.179.4.119/27,A.SITETKR,10.179.4.96/27,10.179.4.127,HZL-COLO-MCE1-UP4TKR1-2,1512,tdneodz2,TKR,TKR,Business Site,
martz2.b.livetkr.z2.tdn.hzl.ilx.com,10.179.4.150/27,B.LIVETKR,10.179.4.128/27,10.179.4.159,HZL-COLO-MCE1-LIVETKR2-1,1611,tdneodz2,TKR,TKR,Business Site,
martz2.b.sitetkr.z2.tdn.hzl.ilx.com,10.179.4.183/27,B.SITETKR,10.179.4.160/27,10.179.4.191,HZL-COLO-MCE1-UP4TKR2-2,1612,tdneodz2,TKR,TKR,Business Site,
martz2.filer.z2.tdn.hzl.ilx.com,10.181.194.68/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,tdneodz2,PROD,PRODHYPER,Business Site,YES
martz2.idcm.z2.tdn.hzl.ilx.com,10.179.0.109/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,tdneodz2,PROD,PRODHYPER,Business Site,YES
martz2.main.z2.tdn.hzl.ilx.com,10.181.192.109/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,tdneodz2,PROD,PRODHYPER,Business Site,YES
martz2.out.z2.tdn.hzl.ilx.com,10.53.22.109/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,tdneodz2,PROD,PRODHYPER,Business Site,YES
mashiez2.a.arbi10.z2.tdn.hzl.ilx.com,10.179.4.234/27,A.ARBI10,10.179.4.224/27,10.179.4.255,HZL-COLO-MCE1-ARBI2-2,1703,itcfepcz2b,ARBI10,ARBI10,Business Silo,
mashiez2.a1.etg.z2.tdn.hzl.ilx.com,10.110.15.140/25,A1.ETG,10.110.15.128/25,10.110.15.255,PROD_ERB-Hash-LAN-A,815,itcfepcz2b,ETG,ETG,Business Site,
mashiez2.b1.etg.z2.tdn.hzl.ilx.com,10.110.16.140/25,B1.ETG,10.110.16.128/25,10.110.16.255,PROD_ERB-Hash-LAN-B,816,itcfepcz2b,ETG,ETG,Business Site,
mashiez2.filer.z2.tdn.hzl.ilx.com,10.181.194.70/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,itcfepcz2b,PROD,PRODHYPER,Business Site,YES
mashiez2.gtdl.z2.tdn.hzl.ilx.com,10.179.3.26/26,GTDL,10.179.3.0/26,10.179.3.63,HZL-COLO-MCE1-GTDL-1,1802,itcfepcz2b,GTDL,GTDL,Business Site,
mashiez2.idcm.z2.tdn.hzl.ilx.com,10.179.0.111/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,itcfepcz2b,PROD,PRODHYPER,Business Site,YES
mashiez2.log.z2.tdn.hzl.ilx.com,10.179.3.141/26,LOG,10.179.3.128/26,10.179.3.191,HZL-COLO-MCE1-LOG2-1,1804,itcfepcz2b,LOG,LOG,Business Silo,
mashiez2.main.z2.tdn.hzl.ilx.com,10.181.192.111/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,itcfepcz2b,PROD,PRODHYPER,Business Site,YES
mashiez2.out.z2.tdn.hzl.ilx.com,10.53.22.111/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,itcfepcz2b,PROD,PRODHYPER,Business Site,YES
mdnz2.a1.exch.z2.tdn.hzl.ilx.com,159.44.249.4/26,A1.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz2n,EXCH,EXCH,Business Site,
mdnz2.a2.exch.z2.tdn.hzl.ilx.com,159.44.249.43/26,A2.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz2n,EXCH,EXCH,Business Site,
mdnz2.b1.exch.z2.tdn.hzl.ilx.com,159.44.253.4/26,B1.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz2n,EXCH,EXCH,Business Site,
mdnz2.b2.exch.z2.tdn.hzl.ilx.com,159.44.253.43/26,B2.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz2n,EXCH,EXCH,Business Site,
mdnz2.feed.z2.tdn.hzl.ilx.com,10.179.2.26/25,FEED,10.179.2.0/25,10.179.2.127,HZL-COLO-MCE1-FEED-1,1800,dtpfepcz2n,FEED,FEED,Business Site,
mdnz2.fepc.z2.tdn.hzl.ilx.com,10.179.2.153/25,FEPC,10.179.2.128/25,10.179.2.255,HZL-COLO-MCE1-FEPC-1,1801,dtpfepcz2n,FEPC,FEPC,Business Site,
mdnz2.idcm.z2.tdn.hzl.ilx.com,10.179.0.158/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,dtpfepcz2n,PROD,PRODHYPER,Business Site,YES
mdnz2.main.z2.tdn.hzl.ilx.com,10.181.192.158/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,dtpfepcz2n,PROD,PRODHYPER,Business Site,YES
mdnz2.out.z2.tdn.hzl.ilx.com,10.53.22.158/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,dtpfepcz2n,PROD,PRODHYPER,Business Site,YES
mendz2.filer.z2.tdn.hzl.ilx.com,10.181.194.72/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,tdneodz2,PROD,PRODHYPER,Business Site,YES
mendz2.idcm.z2.tdn.hzl.ilx.com,10.179.0.115/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,tdneodz2,PROD,PRODHYPER,Business Site,YES
mendz2.main.z2.tdn.hzl.ilx.com,10.181.192.115/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,tdneodz2,PROD,PRODHYPER,Business Site,YES
mendz2.out.z2.tdn.hzl.ilx.com,10.53.22.115/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,tdneodz2,PROD,PRODHYPER,Business Site,YES
nasdz2.a1.exch.z2.tdn.hzl.ilx.com,159.44.249.27/26,A1.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz2n,EXCH,EXCH,Business Site,
nasdz2.a2.exch.z2.tdn.hzl.ilx.com,159.44.249.28/26,A2.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz2n,EXCH,EXCH,Business Site,
nasdz2.b1.exch.z2.tdn.hzl.ilx.com,159.44.253.27/26,B1.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz2n,EXCH,EXCH,Business Site,
nasdz2.b2.exch.z2.tdn.hzl.ilx.com,159.44.253.28/26,B2.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz2n,EXCH,EXCH,Business Site,
nasdz2.feed.z2.tdn.hzl.ilx.com,10.179.2.18/25,FEED,10.179.2.0/25,10.179.2.127,HZL-COLO-MCE1-FEED-1,1800,dtpfepcz2n,FEED,FEED,Business Site,
nasdz2.fepc.z2.tdn.hzl.ilx.com,10.179.2.145/25,FEPC,10.179.2.128/25,10.179.2.255,HZL-COLO-MCE1-FEPC-1,1801,dtpfepcz2n,FEPC,FEPC,Business Site,
nasdz2.idcm.z2.tdn.hzl.ilx.com,10.179.0.118/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,dtpfepcz2n,PROD,PRODHYPER,Business Site,YES
nasdz2.main.z2.tdn.hzl.ilx.com,10.181.192.118/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,dtpfepcz2n,PROD,PRODHYPER,Business Site,YES
nasdz2.out.z2.tdn.hzl.ilx.com,10.53.22.118/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,dtpfepcz2n,PROD,PRODHYPER,Business Site,YES
nqdsz2.a1.exch.z2.tdn.hzl.ilx.com,159.44.249.31/26,A1.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz2n,EXCH,EXCH,Business Site,
nqdsz2.a2.exch.z2.tdn.hzl.ilx.com,159.44.249.32/26,A2.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz2n,EXCH,EXCH,Business Site,
nqdsz2.b1.exch.z2.tdn.hzl.ilx.com,159.44.253.31/26,B1.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz2n,EXCH,EXCH,Business Site,
nqdsz2.b2.exch.z2.tdn.hzl.ilx.com,159.44.253.32/26,B2.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz2n,EXCH,EXCH,Business Site,
nqdsz2.feed.z2.tdn.hzl.ilx.com,10.179.2.20/25,FEED,10.179.2.0/25,10.179.2.127,HZL-COLO-MCE1-FEED-1,1800,dtpfepcz2n,FEED,FEED,Business Site,
nqdsz2.fepc.z2.tdn.hzl.ilx.com,10.179.2.147/25,FEPC,10.179.2.128/25,10.179.2.255,HZL-COLO-MCE1-FEPC-1,1801,dtpfepcz2n,FEPC,FEPC,Business Site,
nqdsz2.idcm.z2.tdn.hzl.ilx.com,10.179.0.122/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,dtpfepcz2n,PROD,PRODHYPER,Business Site,YES
nqdsz2.main.z2.tdn.hzl.ilx.com,10.181.192.122/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,dtpfepcz2n,PROD,PRODHYPER,Business Site,YES
nqdsz2.out.z2.tdn.hzl.ilx.com,10.53.22.122/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,dtpfepcz2n,PROD,PRODHYPER,Business Site,YES
procmonz2.apphost.z2.tdn.hzl.ilx.com,162.8.248.16/27,APPHOST,162.8.248.0/27,162.8.248.31,HDC-APPHOST-LAN,2247,netsrvz2,NETCOMMS,PRODPDNHYPER,Business Site,YES
procmonz2.filer.z2.tdn.hzl.ilx.com,10.181.194.84/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,netsrvz2,PROD,PRODPDNHYPER,Business Site,YES
procmonz2.idcm.z2.tdn.hzl.ilx.com,10.179.0.162/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,netsrvz2,PROD,PRODPDNHYPER,Business Site,YES
procmonz2.main.z2.tdn.hzl.ilx.com,10.181.192.162/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,netsrvz2,PROD,PRODPDNHYPER,Business Site,YES
procmonz2.out.z2.tdn.hzl.ilx.com,10.53.22.162/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,netsrvz2,PROD,PRODPDNHYPER,Business Site,YES
pumaz2.web.z2.tdn.hzl.ilx.com,10.53.20.6/24,WEB,10.53.20.0/24,10.53.20.255,HZLP-93COLO-TDNM1-A-JUMBO-1,2210,phys-pumaz2,WEB,WEBHYPER,Business Site,YES
pumaz2.webfs.z2.tdn.hzl.ilx.com,10.181.195.5/24,WEBFS,10.181.195.0/24,10.181.195.255,HZLP-93COLO-TDNM1-A-WEBFS-1,2211,phys-pumaz2,WEB,WEBHYPER,Business Site,YES
pumaz4.web.z2.tdn.hzl.ilx.com,10.53.20.8/24,WEB,10.53.20.0/24,10.53.20.255,HZLP-93COLO-TDNM1-A-JUMBO-1,2210,phys-pumaz2,WEB,WEBHYPER,Business Site,YES
pumaz4.webfs.z2.tdn.hzl.ilx.com,10.181.195.7/24,WEBFS,10.181.195.0/24,10.181.195.255,HZLP-93COLO-TDNM1-A-WEBFS-1,2211,phys-pumaz2,WEB,WEBHYPER,Business Site,YES
rakez2.a.arbi10.z2.tdn.hzl.ilx.com,10.179.4.235/27,A.ARBI10,10.179.4.224/27,10.179.4.255,HZL-COLO-MCE1-ARBI2-2,1703,itcfepcz2b,ARBI10,ARBI10,Business Silo,
rakez2.a1.etg.z2.tdn.hzl.ilx.com,10.110.15.142/25,A1.ETG,10.110.15.128/25,10.110.15.255,PROD_ERB-Hash-LAN-A,815,itcfepcz2b,ETG,ETG,Business Site,
rakez2.b1.etg.z2.tdn.hzl.ilx.com,10.110.16.142/25,B1.ETG,10.110.16.128/25,10.110.16.255,PROD_ERB-Hash-LAN-B,816,itcfepcz2b,ETG,ETG,Business Site,
rakez2.filer.z2.tdn.hzl.ilx.com,10.181.194.74/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,itcfepcz2b,PROD,PRODHYPER,Business Site,YES
rakez2.gtdl.z2.tdn.hzl.ilx.com,10.179.3.28/26,GTDL,10.179.3.0/26,10.179.3.63,HZL-COLO-MCE1-GTDL-1,1802,itcfepcz2b,GTDL,GTDL,Business Site,
rakez2.idcm.z2.tdn.hzl.ilx.com,10.179.0.124/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,itcfepcz2b,PROD,PRODHYPER,Business Site,YES
rakez2.log.z2.tdn.hzl.ilx.com,10.179.3.142/26,LOG,10.179.3.128/26,10.179.3.191,HZL-COLO-MCE1-LOG2-1,1804,itcfepcz2b,LOG,LOG,Business Silo,
rakez2.main.z2.tdn.hzl.ilx.com,10.181.192.124/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,itcfepcz2b,PROD,PRODHYPER,Business Site,YES
rakez2.out.z2.tdn.hzl.ilx.com,10.53.22.124/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,itcfepcz2b,PROD,PRODHYPER,Business Site,YES
rcrz2.web.z2.tdn.hzl.ilx.com,10.53.20.16/24,WEB,10.53.20.0/24,10.53.20.255,HZLP-93COLO-TDNM1-A-JUMBO-1,2210,phys-tigerz2,WEB,WEBHYPER,Business Site,YES
rcrz2.webfs.z2.tdn.hzl.ilx.com,10.181.195.15/24,WEBFS,10.181.195.0/24,10.181.195.255,HZLP-93COLO-TDNM1-A-WEBFS-1,2211,phys-tigerz2,WEB,WEBHYPER,Business Site,YES
skiz2.ext.z2.tdn.hzl.ilx.com,10.53.24.22/24,EXT,10.53.24.0/24,10.53.24.255,HZLP-93COLO-MGTM1-A-JUMBO-1,2230,wetlandsz2,EXT,EXTHYPER,Business Site,YES
skiz4.ext.z2.tdn.hzl.ilx.com,10.53.24.23/24,EXT,10.53.24.0/24,10.53.24.255,HZLP-93COLO-MGTM1-A-JUMBO-1,2230,wetlandsz2,EXT,EXTHYPER,Business Site,YES
smontz2.a1.exch.z2.tdn.hzl.ilx.com,159.44.249.35/26,A1.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz2n,EXCH,EXCH,Business Site,
smontz2.a2.exch.z2.tdn.hzl.ilx.com,159.44.249.36/26,A2.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz2n,EXCH,EXCH,Business Site,
smontz2.b1.exch.z2.tdn.hzl.ilx.com,159.44.253.35/26,B1.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz2n,EXCH,EXCH,Business Site,
smontz2.b2.exch.z2.tdn.hzl.ilx.com,159.44.253.36/26,B2.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz2n,EXCH,EXCH,Business Site,
smontz2.feed.z2.tdn.hzl.ilx.com,10.179.2.22/25,FEED,10.179.2.0/25,10.179.2.127,HZL-COLO-MCE1-FEED-1,1800,dtpfepcz2n,FEED,FEED,Business Site,
smontz2.fepc.z2.tdn.hzl.ilx.com,10.179.2.149/25,FEPC,10.179.2.128/25,10.179.2.255,HZL-COLO-MCE1-FEPC-1,1801,dtpfepcz2n,FEPC,FEPC,Business Site,
smontz2.idcm.z2.tdn.hzl.ilx.com,10.179.0.127/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,dtpfepcz2n,PROD,PRODHYPER,Business Site,YES
smontz2.main.z2.tdn.hzl.ilx.com,10.181.192.127/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,dtpfepcz2n,PROD,PRODHYPER,Business Site,YES
