FQDN System Name,IP Address,Network,Network Range,Broadcast Address,VLAN,VLAN number,Physical System,Logical Net,Logical Interface,Network Scope,TOR switch used
globez1.b.livetkr.z1.tdn.hzl.ilx.com,10.179.4.147/27,B.LIVETKR,10.179.4.128/27,10.179.4.159,HZL-COLO-MCE1-LIVETKR2-1,1611,tdneodz1,TKR,TKR,Business Site,
globez1.b.sitetkr.z1.tdn.hzl.ilx.com,10.179.4.177/27,B.SITETKR,10.179.4.160/27,10.179.4.191,HZL-COLO-MCE1-UP4TKR2-2,1612,tdneodz1,TKR,TKR,Business Site,
globez1.filer.z1.tdn.hzl.ilx.com,10.181.194.54/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,tdneodz1,PROD,PRODHYPER,Business Site,YES
globez1.idcm.z1.tdn.hzl.ilx.com,10.179.0.90/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,tdneodz1,PROD,PRODHYPER,Business Site,YES
globez1.main.z1.tdn.hzl.ilx.com,10.181.192.90/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,tdneodz1,PROD,PRODHYPER,Business Site,YES
globez1.out.z1.tdn.hzl.ilx.com,10.53.22.90/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,tdneodz1,PROD,PRODHYPER,Business Site,YES
gpfunz1.a.sitetkr.z1.tdn.hzl.ilx.com,10.179.5.103/27,A.SITETKR,10.179.4.96/27,10.179.4.127,HZL-COLO-MCE1-UP4TKR1-2,1512,pfunz1,TKR,TKR,Business Site,
gpfunz1.b.sitetkr.z1.tdn.hzl.ilx.com,10.179.5.167/27,B.SITETKR,10.179.4.160/27,10.179.4.191,HZL-COLO-MCE1-UP4TKR2-2,1612,pfunz1,TKR,TKR,Business Site,
gpfunz1.filer.z1.tdn.hzl.ilx.com,10.181.194.56/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,pfunz1,PROD,PRODHYPER,Business Site,YES
gpfunz1.fundist1.z1.tdn.hzl.ilx.com,162.8.205.4/27,FUNDIST1,162.8.205.0/27,162.8.205.31,HZL-COLO-MCE1-FUNDIST1-1,258,pfunz1,FUNDIST,FUNDIST,Business Product,
gpfunz1.fundist2.z1.tdn.hzl.ilx.com,162.8.253.228/27,FUNDIST2,162.8.253.224/27,162.8.253.255,HZL-COLO-MCE1-FUNDIST2-1,13,pfunz1,FUNDIST,FUNDIST,Business Product,
gpfunz1.funmcast1.z1.tdn.hzl.ilx.com,162.8.200.4/27,FUNMCAST1,162.8.200.0/27,162.8.200.31,HZL-COLO-MCE1-FUNMCAST1-1,258,pfunz1,FUNDIST,FUNDIST,Business Product,
gpfunz1.funmcast2.z1.tdn.hzl.ilx.com,162.8.201.4/27,FUNMCAST2,162.8.201.0/27,162.8.201.31,HZL-COLO-MCE1-FUNMCAST2-1,13,pfunz1,FUNDIST,FUNDIST,Business Product,
gpfunz1.idcm.z1.tdn.hzl.ilx.com,10.179.0.92/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,pfunz1,PROD,PRODHYPER,Business Site,YES
gpfunz1.main.z1.tdn.hzl.ilx.com,10.181.192.92/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,pfunz1,PROD,PRODHYPER,Business Site,YES
gpfunz1.out.z1.tdn.hzl.ilx.com,10.53.22.92/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,pfunz1,PROD,PRODHYPER,Business Site,YES
gpfunz1.tpfun.z1.tdn.hzl.ilx.com,10.179.3.212/26,TPFUN,10.179.3.192/26,10.179.3.255,HZL-COLO-MCE1-TPFUN-1,1805,pfunz1,TPFUN,TPFUN,Business Site,
gpfunz3.a.sitetkr.z1.tdn.hzl.ilx.com,10.179.4.117/27,A.SITETKR,10.179.4.96/27,10.179.4.127,HZL-COLO-MCE1-UP4TKR1-2,1512,pfunz3,TKR,TKR,Business Site,
gpfunz3.b.sitetkr.z1.tdn.hzl.ilx.com,10.179.4.181/27,B.SITETKR,10.179.4.160/27,10.179.4.191,HZL-COLO-MCE1-UP4TKR2-2,1612,pfunz3,TKR,TKR,Business Site,
gpfunz3.filer.z1.tdn.hzl.ilx.com,10.181.194.58/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,pfunz3,PROD,PRODHYPER,Business Site,YES
gpfunz3.fundist1.z1.tdn.hzl.ilx.com,162.8.205.29/27,FUNDIST1,162.8.205.0/27,162.8.205.31,HZL-COLO-MCE1-FUNDIST1-1,258,pfunz3,FUNDIST,FUNDIST,Business Product,
gpfunz3.fundist2.z1.tdn.hzl.ilx.com,162.8.253.226/27,FUNDIST2,162.8.253.224/27,162.8.253.255,HZL-COLO-MCE1-FUNDIST2-1,13,pfunz3,FUNDIST,FUNDIST,Business Product,
gpfunz3.funmcast1.z1.tdn.hzl.ilx.com,162.8.200.23/27,FUNMCAST1,162.8.200.0/27,162.8.200.31,HZL-COLO-MCE1-FUNMCAST1-1,258,pfunz3,FUNDIST,FUNDIST,Business Product,
gpfunz3.funmcast2.z1.tdn.hzl.ilx.com,162.8.201.23/27,FUNMCAST2,162.8.201.0/27,162.8.201.31,HZL-COLO-MCE1-FUNMCAST2-1,13,pfunz3,FUNDIST,FUNDIST,Business Product,
gpfunz3.idcm.z1.tdn.hzl.ilx.com,10.179.0.94/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,pfunz3,PROD,PRODHYPER,Business Site,YES
gpfunz3.main.z1.tdn.hzl.ilx.com,10.181.192.94/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,pfunz3,PROD,PRODHYPER,Business Site,YES
gpfunz3.out.z1.tdn.hzl.ilx.com,10.53.22.94/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,pfunz3,PROD,PRODHYPER,Business Site,YES
gpfunz3.tpfun.z1.tdn.hzl.ilx.com,10.179.3.214/26,TPFUN,10.179.3.192/26,10.179.3.255,HZL-COLO-MCE1-TPFUN-1,1805,pfunz3,TPFUN,TPFUN,Business Site,
gsmappprod01z.host.z1.tdn.hzl.ilx.com,10.53.26.34/27,HOST,10.53.26.32/27,10.53.26.63,HZLP-93COLO-TDNH1-A-HOST-1,2241,fismz1,HOST,HOSTHYPER,Business Site,YES
gsmappprod01z.hostrep.z1.tdn.hzl.ilx.com,10.53.26.98/27,HOSTREP,10.53.26.96/27,10.53.26.127,HZLP-93COLO-TDNH1-A-HOSTREP-1,2243,fismz1,HOST,HOSTHYPER,Business Site,YES
hqmonetz1.idcm.z1.tdn.hzl.ilx.com,10.179.0.95/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,monetz1,PROD,PRODHYPER,Business Site,YES
hqmonetz1.main.z1.tdn.hzl.ilx.com,10.181.192.95/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,monetz1,PROD,PRODHYPER,Business Site,YES
hqmonetz1.out.z1.tdn.hzl.ilx.com,10.53.22.95/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,monetz1,PROD,PRODHYPER,Business Site,YES
incaz1.filer.z1.tdn.hzl.ilx.com,10.181.194.59/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,incaserverz1,PROD,PRODHYPER,Business Site,YES
incaz1.idcm.z1.tdn.hzl.ilx.com,10.179.0.96/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,incaserverz1,PROD,PRODHYPER,Business Site,YES
incaz1.main.z1.tdn.hzl.ilx.com,10.181.192.96/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,incaserverz1,PROD,PRODHYPER,Business Site,YES
incaz1.out.z1.tdn.hzl.ilx.com,10.53.22.96/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,incaserverz1,PROD,PRODHYPER,Business Site,YES
ldapz1.apphost.z1.tdn.hzl.ilx.com,162.8.248.7/27,APPHOST,162.8.248.0/27,162.8.248.31,HDC-APPHOST-LAN,2247,netsrvz1,NETCOMMS,PRODPDNHYPER,Business Site,YES
ldapz1.filer.z1.tdn.hzl.ilx.com,10.181.194.61/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,netsrvz1,PROD,PRODPDNHYPER,Business Site,YES
ldapz1.idcm.z1.tdn.hzl.ilx.com,10.179.0.98/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,netsrvz1,PROD,PRODPDNHYPER,Business Site,YES
ldapz1.main.z1.tdn.hzl.ilx.com,10.181.192.98/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,netsrvz1,PROD,PRODPDNHYPER,Business Site,YES
ldapz1.out.z1.tdn.hzl.ilx.com,10.53.22.98/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,netsrvz1,PROD,PRODPDNHYPER,Business Site,YES
levelz1.a.arbi40.z1.tdn.hzl.ilx.com,10.179.4.5/27,A.ARBI40,10.179.4.0/27,10.179.4.31,HZL-COLO-MCE1-ARBI1-1,1700,bookz1,ARBI40,ARBI40,Business Silo,
levelz1.feed.z1.tdn.hzl.ilx.com,10.179.2.9/25,FEED,10.179.2.0/25,10.179.2.127,HZL-COLO-MCE1-FEED-1,1800,bookz1,FEED,FEED,Business Site,
levelz1.filer.z1.tdn.hzl.ilx.com,10.181.194.63/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,bookz1,PROD,PRODHYPER,Business Site,YES
levelz1.idcm.z1.tdn.hzl.ilx.com,10.179.0.100/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,bookz1,PROD,PRODHYPER,Business Site,YES
levelz1.main.z1.tdn.hzl.ilx.com,10.181.192.100/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,bookz1,PROD,PRODHYPER,Business Site,YES
levelz1.out.z1.tdn.hzl.ilx.com,10.53.22.100/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,bookz1,PROD,PRODHYPER,Business Site,YES
liffez1.a1.exch.z1.tdn.hzl.ilx.com,159.44.249.13/26,A1.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz1a,EXCH,EXCH,Business Site,
liffez1.a2.exch.z1.tdn.hzl.ilx.com,159.44.249.18/26,A2.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz1a,EXCH,EXCH,Business Site,
liffez1.b1.exch.z1.tdn.hzl.ilx.com,159.44.253.13/26,B1.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz1a,EXCH,EXCH,Business Site,
liffez1.b2.exch.z1.tdn.hzl.ilx.com,159.44.253.18/26,B2.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz1a,EXCH,EXCH,Business Site,
liffez1.feed.z1.tdn.hzl.ilx.com,10.179.2.11/25,FEED,10.179.2.0/25,10.179.2.127,HZL-COLO-MCE1-FEED-1,1800,dtpfepcz1a,FEED,FEED,Business Site,
liffez1.fepc.z1.tdn.hzl.ilx.com,10.179.2.138/25,FEPC,10.179.2.128/25,10.179.2.255,HZL-COLO-MCE1-FEPC-1,1801,dtpfepcz1a,FEPC,FEPC,Business Site,
liffez1.idcm.z1.tdn.hzl.ilx.com,10.179.0.102/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,dtpfepcz1a,PROD,PRODHYPER,Business Site,YES
liffez1.main.z1.tdn.hzl.ilx.com,10.181.192.102/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,dtpfepcz1a,PROD,PRODHYPER,Business Site,YES
liffez1.out.z1.tdn.hzl.ilx.com,10.53.22.102/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,dtpfepcz1a,PROD,PRODHYPER,Business Site,YES
looniez1.a1.exch.z1.tdn.hzl.ilx.com,159.44.249.17/26,A1.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz1a,EXCH,EXCH,Business Site,
looniez1.a2.exch.z1.tdn.hzl.ilx.com,159.44.249.18/26,A2.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz1a,EXCH,EXCH,Business Site,
looniez1.b1.exch.z1.tdn.hzl.ilx.com,159.44.253.17/26,B1.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz1a,EXCH,EXCH,Business Site,
looniez1.b2.exch.z1.tdn.hzl.ilx.com,159.44.253.18/26,B2.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz1a,EXCH,EXCH,Business Site,
looniez1.feed.z1.tdn.hzl.ilx.com,10.179.2.13/25,FEED,10.179.2.0/25,10.179.2.127,HZL-COLO-MCE1-FEED-1,1800,dtpfepcz1a,FEED,FEED,Business Site,
looniez1.fepc.z1.tdn.hzl.ilx.com,10.179.2.140/25,FEPC,10.179.2.128/25,10.179.2.255,HZL-COLO-MCE1-FEPC-1,1801,dtpfepcz1a,FEPC,FEPC,Business Site,
looniez1.idcm.z1.tdn.hzl.ilx.com,10.179.0.104/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,dtpfepcz1a,PROD,PRODHYPER,Business Site,YES
looniez1.main.z1.tdn.hzl.ilx.com,10.181.192.104/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,dtpfepcz1a,PROD,PRODHYPER,Business Site,YES
looniez1.out.z1.tdn.hzl.ilx.com,10.53.22.104/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,dtpfepcz1a,PROD,PRODHYPER,Business Site,YES
mailsrvz1.apphost.z1.tdn.hzl.ilx.com,162.8.248.9/27,APPHOST,162.8.248.0/27,162.8.248.31,HDC-APPHOST-LAN,2247,netsrvz1,NETCOMMS,PRODPDNHYPER,Business Site,YES
mailsrvz1.filer.z1.tdn.hzl.ilx.com,10.181.194.65/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,netsrvz1,PROD,PRODPDNHYPER,Business Site,YES
mailsrvz1.idcm.z1.tdn.hzl.ilx.com,10.179.0.106/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,netsrvz1,PROD,PRODPDNHYPER,Business Site,YES
mailsrvz1.main.z1.tdn.hzl.ilx.com,10.181.192.106/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,netsrvz1,PROD,PRODPDNHYPER,Business Site,YES
mailsrvz1.out.z1.tdn.hzl.ilx.com,10.53.22.106/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,netsrvz1,PROD,PRODPDNHYPER,Business Site,YES
martz1.a.livetkr.z1.tdn.hzl.ilx.com,10.179.4.85/27,A.LIVETKR,10.179.4.64/27,10.179.4.95,HZL-COLO-MCE1-LIVETKR1-1,1511,tdneodz1,TKR,TKR,Business Site,
martz1.a.sitetkr.z1.tdn.hzl.ilx.com,10.179.4.118/27,A.SITETKR,10.179.4.96/27,10.179.4.127,HZL-COLO-MCE1-UP4TKR1-2,1512,tdneodz1,TKR,TKR,Business Site,
martz1.b.livetkr.z1.tdn.hzl.ilx.com,10.179.4.149/27,B.LIVETKR,10.179.4.128/27,10.179.4.159,HZL-COLO-MCE1-LIVETKR2-1,1611,tdneodz1,TKR,TKR,Business Site,
martz1.b.sitetkr.z1.tdn.hzl.ilx.com,10.179.4.182/27,B.SITETKR,10.179.4.160/27,10.179.4.191,HZL-COLO-MCE1-UP4TKR2-2,1612,tdneodz1,TKR,TKR,Business Site,
martz1.filer.z1.tdn.hzl.ilx.com,10.181.194.67/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,tdneodz1,PROD,PRODHYPER,Business Site,YES
martz1.idcm.z1.tdn.hzl.ilx.com,10.179.0.108/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,tdneodz1,PROD,PRODHYPER,Business Site,YES
martz1.main.z1.tdn.hzl.ilx.com,10.181.192.108/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,tdneodz1,PROD,PRODHYPER,Business Site,YES
martz1.out.z1.tdn.hzl.ilx.com,10.53.22.108/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,tdneodz1,PROD,PRODHYPER,Business Site,YES
mashiez1.a.arbi10.z1.tdn.hzl.ilx.com,10.179.4.202/27,A.ARBI10,10.179.4.192/27,10.179.4.223,HZL-COLO-MCE1-ARBI1-2,1702,itcfepcz1b,ARBI10,ARBI10,Business Silo,
mashiez1.a1.etg.z1.tdn.hzl.ilx.com,10.110.15.139/25,A1.ETG,10.110.15.128/25,10.110.15.255,PROD_ERB-Hash-LAN-A,815,itcfepcz1b,ETG,ETG,Business Site,
mashiez1.b1.etg.z1.tdn.hzl.ilx.com,10.110.16.139/25,B1.ETG,10.110.16.128/25,10.110.16.255,PROD_ERB-Hash-LAN-B,816,itcfepcz1b,ETG,ETG,Business Site,
mashiez1.filer.z1.tdn.hzl.ilx.com,10.181.194.69/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,itcfepcz1b,PROD,PRODHYPER,Business Site,YES
mashiez1.gtdl.z1.tdn.hzl.ilx.com,10.179.3.25/26,GTDL,10.179.3.0/26,10.179.3.63,HZL-COLO-MCE1-GTDL-1,1802,itcfepcz1b,GTDL,GTDL,Business Site,
mashiez1.idcm.z1.tdn.hzl.ilx.com,10.179.0.110/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,itcfepcz1b,PROD,PRODHYPER,Business Site,YES
mashiez1.log.z1.tdn.hzl.ilx.com,10.179.3.77/26,LOG,10.179.3.64/26,10.179.3.127,HZL-COLO-MCE1-LOG1-1,1803,itcfepcz1b,LOG,LOG,Business Silo,
mashiez1.main.z1.tdn.hzl.ilx.com,10.181.192.110/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,itcfepcz1b,PROD,PRODHYPER,Business Site,YES
mashiez1.out.z1.tdn.hzl.ilx.com,10.53.22.110/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,itcfepcz1b,PROD,PRODHYPER,Business Site,YES
mendz1.filer.z1.tdn.hzl.ilx.com,10.181.194.71/24,FILER,10.181.194.0/24,10.181.194.255,HZLP-93COLO-TDNH1-A-STORAGE-1,2203,tdneodz1,PROD,PRODHYPER,Business Site,YES
mendz1.idcm.z1.tdn.hzl.ilx.com,10.179.0.114/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,tdneodz1,PROD,PRODHYPER,Business Site,YES
mendz1.main.z1.tdn.hzl.ilx.com,10.181.192.114/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,tdneodz1,PROD,PRODHYPER,Business Site,YES
mendz1.out.z1.tdn.hzl.ilx.com,10.53.22.114/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,tdneodz1,PROD,PRODHYPER,Business Site,YES
monetdbz1.idcm.z1.tdn.hzl.ilx.com,10.179.0.116/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,monetz1,PROD,PRODHYPER,Business Site,YES
monetdbz1.main.z1.tdn.hzl.ilx.com,10.181.192.116/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,monetz1,PROD,PRODHYPER,Business Site,YES
monetdbz1.out.z1.tdn.hzl.ilx.com,10.53.22.116/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,monetz1,PROD,PRODHYPER,Business Site,YES
nasdz1.a1.exch.z1.tdn.hzl.ilx.com,159.44.249.25/26,A1.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz1n,EXCH,EXCH,Business Site,
nasdz1.a2.exch.z1.tdn.hzl.ilx.com,159.44.249.26/26,A2.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz1n,EXCH,EXCH,Business Site,
nasdz1.b1.exch.z1.tdn.hzl.ilx.com,159.44.253.25/26,B1.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz1n,EXCH,EXCH,Business Site,
nasdz1.b2.exch.z1.tdn.hzl.ilx.com,159.44.253.26/26,B2.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz1n,EXCH,EXCH,Business Site,
nasdz1.feed.z1.tdn.hzl.ilx.com,10.179.2.17/25,FEED,10.179.2.0/25,10.179.2.127,HZL-COLO-MCE1-FEED-1,1800,dtpfepcz1n,FEED,FEED,Business Site,
nasdz1.fepc.z1.tdn.hzl.ilx.com,10.179.2.144/25,FEPC,10.179.2.128/25,10.179.2.255,HZL-COLO-MCE1-FEPC-1,1801,dtpfepcz1n,FEPC,FEPC,Business Site,
nasdz1.idcm.z1.tdn.hzl.ilx.com,10.179.0.117/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,dtpfepcz1n,PROD,PRODHYPER,Business Site,YES
nasdz1.main.z1.tdn.hzl.ilx.com,10.181.192.117/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,dtpfepcz1n,PROD,PRODHYPER,Business Site,YES
nasdz1.out.z1.tdn.hzl.ilx.com,10.53.22.117/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,dtpfepcz1n,PROD,PRODHYPER,Business Site,YES
noahz1.idcm.z1.tdn.hzl.ilx.com,10.179.0.119/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,websterz1,PROD,PRODHYPER,Business Site,YES
noahz1.main.z1.tdn.hzl.ilx.com,10.181.192.119/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,websterz1,PROD,PRODHYPER,Business Site,YES
noahz1.out.z1.tdn.hzl.ilx.com,10.53.22.119/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,websterz1,PROD,PRODHYPER,Business Site,YES
nqdsz1.a1.exch.z1.tdn.hzl.ilx.com,159.44.249.29/26,A1.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz1n,EXCH,EXCH,Business Site,
nqdsz1.a2.exch.z1.tdn.hzl.ilx.com,159.44.249.30/26,A2.EXCH,159.44.249.0/26,159.44.249.63,HZL-COLO-MCE1-EXCHANGEA-1,1501,dtpfepcz1n,EXCH,EXCH,Business Site,
nqdsz1.b1.exch.z1.tdn.hzl.ilx.com,159.44.253.29/26,B1.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz1n,EXCH,EXCH,Business Site,
nqdsz1.b2.exch.z1.tdn.hzl.ilx.com,159.44.253.30/26,B2.EXCH,159.44.253.0/26,159.44.253.63,HZL-COLO-MCE1-EXCHANGEB-1,1601,dtpfepcz1n,EXCH,EXCH,Business Site,
nqdsz1.feed.z1.tdn.hzl.ilx.com,10.179.2.19/25,FEED,10.179.2.0/25,10.179.2.127,HZL-COLO-MCE1-FEED-1,1800,dtpfepcz1n,FEED,FEED,Business Site,
nqdsz1.fepc.z1.tdn.hzl.ilx.com,10.179.2.146/25,FEPC,10.179.2.128/25,10.179.2.255,HZL-COLO-MCE1-FEPC-1,1801,dtpfepcz1n,FEPC,FEPC,Business Site,
nqdsz1.idcm.z1.tdn.hzl.ilx.com,10.179.0.121/23,IDCM,10.179.0.0/23,10.179.1.255,HZL-COLO-MCE1-IDCM-1,2209,dtpfepcz1n,PROD,PRODHYPER,Business Site,YES
nqdsz1.main.z1.tdn.hzl.ilx.com,10.181.192.121/23,MAIN,10.181.192.0/23,10.181.193.255,HZLP-93COLO-TDNH1-A-MAIN-1,2202,dtpfepcz1n,PROD,PRODHYPER,Business Site,YES
nqdsz1.out.z1.tdn.hzl.ilx.com,10.53.22.121/23,OUT,10.53.22.0/23,10.53.23.255,HZLP-93COLO-TDNH1-A-JUMBO-1,2201,dtpfepcz1n,PROD,PRODHYPER,Business Site,YES
pumaz1.web.z1.tdn.hzl.ilx.com,10.53.20.5/24,WEB,10.53.20.0/24,10.53.20.255,HZLP-93COLO-TDNM1-A-JUMBO-1,2210,phys-pumaz1,WEB,WEBHYPER,Business Site,YES
pumaz1.webfs.z1.tdn.hzl.ilx.com,10.181.195.4/24,WEBFS,10.181.195.0/24,10.181.195.255,HZLP-93COLO-TDNM1-A-WEBFS-1,2211,phys-pumaz1,WEB,WEBHYPER,Business Site,YES
pumaz3.web.z1.tdn.hzl.ilx.com,10.53.20.7/24,WEB,10.53.20.0/24,10.53.20.255,HZLP-93COLO-TDNM1-A-JUMBO-1,2210,phys-pumaz1,WEB,WEBHYPER,Business Site,YES
pumaz3.webfs.z1.tdn.hzl.ilx.com,10.181.195.6/24,WEBFS,10.181.195.0/24,10.181.195.255,HZLP-93COLO-TDNM1-A-WEBFS-1,2211,phys-pumaz1,WEB,WEBHYPER,Business Site,YES
rakez1.a.arbi10.z1.tdn.hzl.ilx.com,10.179.4.203/27,A.ARBI10,10.179.4.192/27,10.179.4.223,HZL-COLO-MCE1-ARBI1-2,1702,itcfepcz1b,ARBI10,ARBI10,Business Silo,
rakez1.a1.etg.z1.tdn.hzl.ilx.com,10.110.15.141/25,A1.ETG,10.110.15.128/25,10.110.15.255,PROD_ERB-Hash-LAN-A,815,itcfepcz1b,ETG,ETG,Business Site,
rakez1.b1.etg.z1.tdn.hzl.ilx.com,10.110.16.141/25,B1.ETG,10.110.16.128/25,10.110.16.255,PROD_ERB-Hash-LAN-B,816,itcfepcz1b,ETG,ETG,Business Site,
